time,p1,p2,p3
2024-07-19 11:48:59.803753+00,22570.208984,23690.093750,24162.976562
2024-07-19 11:49:14.667999+00,28351.595703,29089.158203,29190.552734
2024-07-19 11:49:32.833423+00,34640.812500,34940.007812,35448.351562
2024-07-19 11:49:47.636256+00,36774.101562,37917.730469,38019.242188
2024-07-19 11:50:02.436068+00,36708.917969,37650.347656,37694.789062
2024-07-19 11:50:20.209941+00,37060.410156,37579.113281,37332.277344
2024-07-19 11:50:35.089169+00,37148.359375,37388.945312,37414.445312
2024-07-19 11:50:49.974466+00,37255.023438,37276.847656,37313.230469
2024-07-19 11:51:04.775227+00,37042.191406,37456.402344,37539.386719
2024-07-19 11:51:22.85668+00,36966.628906,37139.402344,36951.855469
2024-07-19 11:51:37.657289+00,36760.421875,37423.253906,37446.828125
2024-07-19 11:51:52.49993+00,36607.332031,36651.640625,36936.328125
2024-07-19 11:52:10.342973+00,37174.105469,37039.484375,36882.886719
2024-07-19 11:52:25.344424+00,37063.609375,36578.644531,37030.281250
2024-07-19 11:52:40.342781+00,36698.851562,36690.902344,36815.625000
2024-07-19 11:52:56.626554+00,36599.281250,36664.675781,36901.671875
2024-07-19 11:53:11.626553+00,36685.535156,36658.027344,36586.347656
2024-07-19 11:53:26.624964+00,36593.511719,36717.980469,36930.964844
2024-07-19 11:53:44.471153+00,36537.031250,36378.734375,37045.281250
2024-07-19 11:53:59.455892+00,36437.890625,36631.972656,36710.859375
2024-07-19 11:54:14.2564+00,36410.570312,36871.734375,36243.140625
2024-07-19 11:54:29.13121+00,36582.816406,36501.246094,36524.390625
2024-07-19 11:54:47.126148+00,36263.574219,36846.234375,36323.062500
2024-07-19 11:55:02.082148+00,36597.148438,36129.363281,36551.675781
2024-07-19 11:55:16.979274+00,36338.117188,36276.152344,36596.351562
2024-07-19 11:55:34.977579+00,36171.906250,36585.828125,36272.339844
2024-07-19 11:55:49.777196+00,36081.910156,36599.839844,36142.398438
2024-07-19 11:56:04.580335+00,36080.550781,36259.925781,36670.109375
2024-07-19 11:56:22.40644+00,36342.968750,36456.714844,36347.820312
2024-07-19 11:56:37.228716+00,35989.449219,36519.843750,36451.367188
2024-07-19 11:56:52.050565+00,36019.765625,36290.210938,36709.929688
2024-07-19 11:57:10.194366+00,36407.863281,36563.707031,36272.562500
2024-07-19 11:57:25.058168+00,36114.496094,36249.507812,35984.652344
2024-07-19 11:57:39.860119+00,36028.812500,36458.437500,36497.187500
2024-07-19 11:57:54.659327+00,36258.011719,36476.230469,36318.992188
2024-07-19 11:58:12.434181+00,36186.683594,36195.136719,36264.058594
2024-07-19 11:58:27.328285+00,35911.707031,36659.074219,36221.394531
2024-07-19 11:58:42.263997+00,36451.781250,35990.625000,36362.957031
2024-07-19 11:59:00.198606+00,36119.589844,36469.085938,36025.753906
2024-07-19 11:59:15.13203+00,36078.546875,36271.441406,36634.718750
2024-07-19 11:59:29.987018+00,36242.523438,36065.839844,36037.492188
2024-07-19 11:59:48.116287+00,35644.222656,35794.062500,35536.957031
2024-07-19 12:00:02.989415+00,34347.824219,34966.460938,34565.488281
2024-07-19 12:00:17.925276+00,32979.785156,33491.855469,33384.722656
2024-07-19 12:00:35.958732+00,32220.066406,32449.355469,31835.660156
2024-07-19 12:00:50.955013+00,30198.859375,30585.050781,30569.384766
2024-07-19 12:01:05.853026+00,28785.310547,29287.613281,29233.083984
2024-07-19 12:01:20.651767+00,28350.410156,29202.515625,28691.431641
2024-07-19 12:01:38.745523+00,27927.705078,28186.800781,28519.601562
2024-07-19 12:01:53.577323+00,28378.839844,28581.541016,28599.820312
2024-07-19 12:02:08.490635+00,28489.505859,28958.064453,28850.906250
2024-07-19 12:02:26.481383+00,28127.589844,28711.929688,28682.679688
2024-07-19 12:02:41.3946+00,28604.294922,28908.841797,28793.080078
2024-07-19 12:02:56.310339+00,28142.638672,28308.294922,28287.527344
2024-07-19 12:03:14.393509+00,27891.052734,28074.693359,28032.621094
2024-07-19 12:03:29.279383+00,27726.171875,27869.433594,27629.626953
2024-07-19 12:03:44.189584+00,27173.240234,27296.039062,27136.353516
2024-07-19 12:04:02.164179+00,25519.191406,26127.101562,26089.041016
2024-07-19 12:04:17.055146+00,25254.029297,25612.578125,25806.292969
2024-07-19 12:04:31.966501+00,24788.552734,25022.501953,25094.160156
2024-07-19 12:04:46.898756+00,24358.263672,24561.875000,24231.949219
2024-07-19 12:05:04.889432+00,24124.392578,24432.644531,24308.412109
2024-07-19 12:05:19.891011+00,23910.566406,24090.058594,24055.640625
2024-07-19 12:05:34.889076+00,24118.677734,24267.412109,24479.318359
2024-07-19 12:05:52.684698+00,23975.529297,24504.972656,24353.076172
2024-07-19 12:06:07.560307+00,23923.718750,23976.527344,24264.652344
2024-07-19 12:06:22.472347+00,24063.447266,24610.396484,24864.855469
2024-07-19 12:06:40.578467+00,24812.992188,24928.210938,25104.367188
2024-07-19 12:06:55.449974+00,24864.375000,25361.238281,25608.298828
2024-07-19 12:07:10.364473+00,25924.501953,26509.228516,26603.902344
2024-07-19 12:07:28.419197+00,26569.228516,26767.753906,27115.041016
2024-07-19 12:07:43.274757+00,27335.404297,27937.253906,27655.228516
2024-07-19 12:07:58.094619+00,28399.035156,29256.478516,28747.898438
2024-07-19 12:08:12.896569+00,30290.988281,30981.798828,30790.900391
2024-07-19 12:08:30.661007+00,32915.648438,33098.644531,33308.511719
2024-07-19 12:08:45.606102+00,34102.988281,34817.992188,34386.929688
2024-07-19 12:09:00.508275+00,34751.914062,34718.007812,34934.406250
2024-07-19 12:09:18.504734+00,33609.117188,33540.453125,33671.277344
2024-07-19 12:09:33.380055+00,31652.273438,31863.472656,32024.230469
2024-07-19 12:09:48.296228+00,29648.771484,30199.349609,29719.746094
2024-07-19 12:10:06.31893+00,27162.263672,27504.474609,27710.425781
2024-07-19 12:10:21.271761+00,25138.564453,25589.564453,25628.914062
2024-07-19 12:10:36.159216+00,23128.322266,23998.951172,23842.388672
2024-07-19 12:10:54.164808+00,21431.759766,22054.126953,21841.314453
2024-07-19 12:11:09.011836+00,20545.158203,20486.875000,20812.974609
2024-07-19 12:11:23.923665+00,19714.673828,19951.644531,20177.853516
2024-07-19 12:11:41.974001+00,19088.580078,19403.982422,19524.535156
2024-07-19 12:11:56.84069+00,18861.863281,19158.345703,19273.451172
2024-07-19 12:12:11.74774+00,19042.060547,19392.634766,19396.695312
2024-07-19 12:12:26.612334+00,19038.031250,19325.373047,19368.810547
2024-07-19 12:12:44.79584+00,19122.359375,19715.091797,19391.542969
2024-07-19 12:12:59.794419+00,19775.824219,20121.078125,20058.892578
2024-07-19 12:13:14.770262+00,20282.429688,20583.878906,20715.255859
2024-07-19 12:13:32.523427+00,20864.314453,21064.667969,21029.281250
2024-07-19 12:13:47.394675+00,21701.281250,22134.011719,21636.574219
2024-07-19 12:14:02.32311+00,22218.947266,22269.183594,22425.841797
2024-07-19 12:14:20.412467+00,22578.501953,22776.531250,22840.482422
2024-07-19 12:14:35.330912+00,22840.833984,23159.238281,23387.888672
2024-07-19 12:14:50.127068+00,23270.365234,23872.093750,23805.761719
2024-07-19 12:15:08.224747+00,23994.587891,24167.708984,24113.189453
2024-07-19 12:15:23.220769+00,24306.972656,24486.458984,24900.603516
2024-07-19 12:15:38.020159+00,24530.328125,24808.716797,25289.654297
2024-07-19 12:15:52.959194+00,25062.988281,25240.865234,25448.513672
2024-07-19 12:16:11.019572+00,25425.851562,25523.984375,25842.263672
2024-07-19 12:16:26.022827+00,25435.873047,25453.052734,25788.865234
2024-07-19 12:16:41.024997+00,25484.767578,25579.457031,25602.826172
2024-07-19 12:16:58.752201+00,26023.173828,26277.359375,26418.302734
2024-07-19 12:17:13.736933+00,26653.564453,27133.494141,27077.828125
2024-07-19 12:17:28.541454+00,27617.703125,28052.335938,28301.691406
2024-07-19 12:17:46.609609+00,29759.560547,30405.800781,30853.943359
2024-07-19 12:18:01.516538+00,33079.863281,33271.210938,33688.496094
2024-07-19 12:18:16.428812+00,34748.898438,35306.894531,35572.695312
2024-07-19 12:18:34.447464+00,36118.128906,35941.195312,36276.960938
2024-07-19 12:18:49.321372+00,35923.589844,36660.937500,36335.031250
2024-07-19 12:19:04.267174+00,35403.085938,35478.406250,35610.738281
2024-07-19 12:19:19.129697+00,34791.277344,34891.371094,34491.222656
2024-07-19 12:19:37.090403+00,33590.789062,34185.535156,33927.164062
2024-07-19 12:19:51.889192+00,32368.509766,32791.500000,32468.402344
2024-07-19 12:20:06.845227+00,31643.240234,31475.847656,31841.123047
2024-07-19 12:20:24.96054+00,29397.871094,29757.347656,29546.972656
2024-07-19 12:20:39.895013+00,27870.150391,27906.968750,28218.007812
2024-07-19 12:20:54.732297+00,26647.976562,27043.527344,26916.212891
2024-07-19 12:21:12.886212+00,25035.425781,25220.560547,25441.691406
2024-07-19 12:21:27.718872+00,24384.636719,24405.468750,24763.972656
2024-07-19 12:21:42.610497+00,23852.046875,24371.693359,24278.589844
2024-07-19 12:22:00.661809+00,23258.072266,23677.781250,23592.541016
2024-07-19 12:22:15.57046+00,23059.933594,23402.224609,23622.576172
2024-07-19 12:22:30.441706+00,23293.916016,23988.240234,23957.171875
2024-07-19 12:22:48.525689+00,23816.976562,24342.568359,24168.078125
2024-07-19 12:23:03.346227+00,24999.029297,25299.341797,25777.816406
2024-07-19 12:23:18.329894+00,26663.916016,26744.224609,27123.203125
2024-07-19 12:23:33.1765+00,27859.964844,28446.683594,28783.144531
2024-07-19 12:23:51.320829+00,31097.925781,31386.296875,31515.361328
2024-07-19 12:24:06.317349+00,32930.242188,33078.902344,33511.562500
2024-07-19 12:24:21.133875+00,33980.859375,34669.250000,34504.234375
2024-07-19 12:24:39.130446+00,35974.300781,35721.882812,35744.734375
2024-07-19 12:24:54.124081+00,36150.316406,36181.511719,36046.375000
2024-07-19 12:25:09.126181+00,36424.175781,35848.050781,36359.953125
2024-07-19 12:25:26.912247+00,35318.265625,35765.152344,35497.207031
2024-07-19 12:25:41.71042+00,33847.273438,34818.394531,34330.109375
2024-07-19 12:25:56.602267+00,32945.851562,34213.964844,33439.472656
2024-07-19 12:26:14.753295+00,31687.121094,32036.808594,31326.423828
2024-07-19 12:26:29.55331+00,30100.710938,30710.910156,30512.750000
2024-07-19 12:26:44.355375+00,30664.349609,31085.017578,31186.976562
2024-07-19 12:26:59.259704+00,31569.880859,31897.130859,31542.917969
2024-07-19 12:27:17.426342+00,32308.767578,33228.472656,32827.289062
2024-07-19 12:27:32.353857+00,32459.369141,33235.234375,32585.388672
2024-07-19 12:27:47.262457+00,32341.978516,32314.320312,32015.109375
2024-07-19 12:28:05.373984+00,31893.853516,32781.500000,32203.306641
2024-07-19 12:28:20.282581+00,31515.103516,31986.986328,31639.283203
2024-07-19 12:28:35.087722+00,30410.240234,30995.080078,31008.240234
2024-07-19 12:28:53.147754+00,30233.189453,30598.494141,30770.205078
2024-07-19 12:29:07.96206+00,30426.138672,30569.109375,30561.126953
2024-07-19 12:29:22.874347+00,30173.033203,30813.662109,30669.267578
2024-07-19 12:29:41.001914+00,30946.335938,31081.175781,31177.947266
2024-07-19 12:29:55.929799+00,31347.173828,31555.552734,31809.921875
2024-07-19 12:30:10.816631+00,31796.201172,32144.105469,32725.539062
2024-07-19 12:30:25.686189+00,32172.320312,32692.207031,32741.054688
2024-07-19 12:30:43.728757+00,32993.589844,33702.890625,33535.914062
2024-07-19 12:30:58.592284+00,33456.804688,33411.386719,33753.789062
2024-07-19 12:31:13.477651+00,33245.765625,33820.542969,33542.453125
2024-07-19 12:31:31.52288+00,33268.082031,33261.671875,33167.453125
2024-07-19 12:31:46.412621+00,32922.953125,33035.164062,32848.976562
2024-07-19 12:32:01.300349+00,33206.894531,33543.250000,33385.484375
2024-07-19 12:32:19.382229+00,34877.152344,35029.246094,35181.953125
2024-07-19 12:32:34.271622+00,36148.765625,36240.000000,36150.050781
2024-07-19 12:32:49.160259+00,35993.933594,36240.800781,36292.281250
2024-07-19 12:33:07.223973+00,36353.890625,36452.488281,36015.617188
2024-07-19 12:33:22.110951+00,36330.453125,36182.011719,36138.718750
2024-07-19 12:33:36.962296+00,36448.097656,36276.105469,36183.871094
2024-07-19 12:33:51.963058+00,20136.474609,19051.958984,18883.207031
2024-07-19 12:34:09.980594+00,32514.818359,33659.382812,34416.617188
2024-07-19 12:34:24.777781+00,35424.382812,35610.035156,35635.941406
2024-07-19 12:34:39.77462+00,35742.214844,35936.511719,35902.066406
2024-07-19 12:34:57.79165+00,15585.781250,15922.424805,15688.108398
2024-07-19 12:35:12.759854+00,13586.838867,14125.298828,13958.144531
2024-07-19 12:35:27.697262+00,12771.639648,13039.147461,12867.935547
2024-07-19 12:35:45.638389+00,12105.665039,12481.639648,12371.007812
2024-07-19 12:36:00.554992+00,11895.909180,12187.493164,12148.409180
2024-07-19 12:36:15.449643+00,11735.121094,12096.903320,12045.114258
2024-07-19 12:36:33.45066+00,11591.839844,12165.722656,12148.081055
2024-07-19 12:36:48.37439+00,11747.456055,12079.403320,11906.818359
2024-07-19 12:37:03.297522+00,11876.437500,12054.046875,11960.677734
2024-07-19 12:37:21.288093+00,11583.889648,11968.839844,11905.303711
2024-07-19 12:37:36.225685+00,11789.240234,12049.307617,11721.952148
2024-07-19 12:37:51.149625+00,11831.011719,12070.764648,11806.571289
2024-07-19 12:38:06.103427+00,11344.521484,11876.808594,11580.308594
2024-07-19 12:38:24.039066+00,11133.015625,11698.604492,11345.758789
2024-07-19 12:38:38.932284+00,10911.849609,11154.770508,11267.541016
2024-07-19 12:38:53.874222+00,10893.296875,11209.537109,11210.998047
2024-07-19 12:39:11.8377+00,10659.761719,10754.582031,10876.099609
2024-07-19 12:39:26.789525+00,10303.521484,10615.904297,10862.811523
2024-07-19 12:39:41.744175+00,69.562714,93.937859,54.901569
2024-07-19 12:40:01.207523+00,58.161644,69.344749,34.717533
2024-07-19 12:40:16.120035+00,77.717445,60.857590,10.831658
2024-07-19 12:40:31.034985+00,91.900909,85.193192,21.152710
2024-07-19 12:40:49.035381+00,95.008423,76.115364,16.183149
2024-07-19 12:41:03.963345+00,94.086418,63.771950,7.230180
2024-07-19 12:41:18.913963+00,101.929855,65.418083,6.574595
2024-07-19 12:41:33.84297+00,92.017601,62.823547,3.359018
2024-07-19 12:41:51.736389+00,61.227329,57.922249,25.831396
2024-07-19 12:42:06.687934+00,72.429565,55.840210,23.444189
2024-07-19 12:42:21.597925+00,84.044067,43.719688,20.706417
2024-07-19 12:42:39.599482+00,74.298943,58.762009,16.032005
2024-07-19 12:42:54.537699+00,98.160622,82.010468,6.791796
2024-07-19 12:43:09.447306+00,98.215538,82.702309,2.467041
2024-07-19 12:43:27.439198+00,63.011879,65.950195,41.440544
2024-07-19 12:43:42.380755+00,92.387390,82.275131,19.680628
2024-07-19 12:43:57.271396+00,56.205502,74.084297,37.500027
2024-07-19 12:44:15.262252+00,93.452744,73.533867,3.252109
2024-07-19 12:44:30.266128+00,61.485111,70.305733,41.177094
2024-07-19 12:44:45.163647+00,91.892136,77.694572,13.246247
2024-07-19 12:45:03.093282+00,99.135628,43.337776,40.495373
2024-07-19 12:45:17.962635+00,69.155212,84.883034,41.270351
2024-07-19 12:45:32.812054+00,68.373993,87.938171,37.466625
2024-07-19 12:45:47.737133+00,86.947044,82.766647,14.379230
2024-07-19 12:46:05.822017+00,86.298576,84.669540,20.075527
2024-07-19 12:46:20.728454+00,95.799423,69.039490,9.652982
2024-07-19 12:46:35.614928+00,91.021378,65.110626,7.005373
2024-07-19 12:46:55.114535+00,87.208611,86.672752,14.921322
2024-07-19 12:47:09.978596+00,92.721397,69.565285,16.714499
2024-07-19 12:47:24.888917+00,80.531860,57.183079,27.690845
2024-07-19 12:47:43.018788+00,94.277290,71.510567,12.353800
2024-07-19 12:47:57.832875+00,72.988380,87.272568,41.065632
2024-07-19 12:48:12.770205+00,81.531700,58.956806,23.151272
2024-07-19 12:48:30.82807+00,63.139797,82.251511,48.183594
2024-07-19 12:48:45.627951+00,101.626419,81.837822,13.542136
2024-07-19 12:49:00.612949+00,69.788628,62.329388,25.619339
2024-07-19 12:49:15.477168+00,59.911007,74.730560,48.009945
2024-07-19 12:49:33.567898+00,79.139832,60.649574,19.489029
2024-07-19 12:49:48.494646+00,65.007820,62.087448,37.435787
2024-07-19 12:50:03.404303+00,64.174591,61.215130,37.168297
2024-07-19 12:50:21.398215+00,84.244400,91.736656,34.156284
2024-07-19 12:50:36.337949+00,78.794914,52.873264,18.065165
2024-07-19 12:50:51.237698+00,78.513901,92.017830,44.066101
2024-07-19 12:51:09.255397+00,97.405151,77.832153,15.634831
2024-07-19 12:51:24.131561+00,68.576935,83.855392,45.348259
2024-07-19 12:51:39.067112+00,67.656555,60.661304,37.710705
2024-07-19 12:51:57.066582+00,64.637108,74.152771,46.467346
2024-07-19 12:52:11.984904+00,97.021881,67.117805,14.024927
2024-07-19 12:52:26.910877+00,61.678288,66.834671,32.889774
2024-07-19 12:52:44.879676+00,81.534767,89.321655,11.085841
2024-07-19 12:52:59.776813+00,58.868595,64.861595,42.639328
2024-07-19 12:53:14.69506+00,94.567200,71.362289,11.431371
2024-07-19 12:53:29.575187+00,61.024803,75.809700,43.370415
2024-07-19 12:53:47.641038+00,61.269394,68.947884,36.162834
2024-07-19 12:54:02.564887+00,68.761414,85.637199,35.709732
2024-07-19 12:54:17.488736+00,98.969299,73.637291,5.108816
2024-07-19 12:54:35.451754+00,90.126343,93.868889,36.543900
2024-07-19 12:54:50.375062+00,95.047249,69.167503,9.876942
2024-07-19 12:55:05.283553+00,64.315086,57.901703,30.820082
2024-07-19 12:55:23.296934+00,92.247139,91.885193,25.987139
2024-07-19 12:55:38.222883+00,99.012138,71.992149,13.771232
2024-07-19 12:55:53.144857+00,63.376278,49.114689,30.297386
2024-07-19 12:56:11.129403+00,84.047501,57.012581,16.973900
2024-07-19 12:56:26.090596+00,76.364624,93.970749,36.835396
2024-07-19 12:56:41.008582+00,68.232361,54.606976,24.325405
2024-07-19 12:56:55.904809+00,93.799919,84.083954,8.627356
2024-07-19 12:57:13.87016+00,77.386925,90.089622,39.630375
2024-07-19 12:57:28.775613+00,93.413834,74.602898,10.477073
2024-07-19 12:57:43.687929+00,92.060593,89.499794,29.034338
2024-07-19 12:58:01.710245+00,90.559891,92.153198,31.027229
2024-07-19 12:58:16.603762+00,63.419220,78.950584,46.402035
2024-07-19 12:58:31.51664+00,66.800873,77.098770,45.294247
2024-07-19 12:58:49.531585+00,92.075630,85.450806,21.975695
2024-07-19 12:59:04.455998+00,92.441353,83.130348,7.783734
2024-07-19 12:59:19.399119+00,65.402397,56.318878,28.740652
2024-07-19 12:59:37.343703+00,68.664635,58.583275,18.057333
2024-07-19 12:59:52.233289+00,86.193886,54.364864,22.209644
2024-07-19 13:00:07.179928+00,67.284439,63.028408,38.741280
2024-07-19 13:00:22.138574+00,85.861626,83.723473,19.067732
2024-07-19 13:00:40.050083+00,72.440750,55.935356,39.031467
2024-07-19 13:00:54.938496+00,79.470604,56.783634,35.627460
2024-07-19 13:01:09.82605+00,68.234840,62.671482,37.597370
2024-07-19 13:01:27.933148+00,79.015503,57.704498,20.739071
2024-07-19 13:01:42.778928+00,71.952095,59.095592,34.043648
2024-07-19 13:01:57.659938+00,71.150368,77.377853,34.053833
2024-07-19 13:02:17.209876+00,87.520607,62.150394,22.946720
2024-07-19 13:02:32.104662+00,89.468536,84.617317,19.225998
2024-07-19 13:02:46.981596+00,66.586952,65.210823,43.763321
2024-07-19 13:03:05.03782+00,78.268219,87.698341,29.824699
2024-07-19 13:03:19.89754+00,85.569344,59.585182,27.621288
2024-07-19 13:03:34.780433+00,66.325653,83.072533,32.546356
2024-07-19 13:03:52.91696+00,93.678154,68.538872,6.468191
2024-07-19 13:04:07.80398+00,92.849991,60.342796,12.517466
2024-07-19 13:04:22.675883+00,91.640488,68.201622,9.231399
2024-07-19 13:04:37.588111+00,94.926933,76.800385,7.802291
2024-07-19 13:04:55.565344+00,90.419411,63.528301,14.516558
2024-07-19 13:05:10.367339+00,67.196968,64.068321,37.205135
2024-07-19 13:05:25.330105+00,80.715149,86.983627,20.347837
2024-07-19 13:05:43.532724+00,90.554474,78.316399,9.660297
2024-07-19 13:05:58.39715+00,76.622887,52.624332,30.191797
2024-07-19 13:06:13.199907+00,60.149925,66.000664,40.917519
2024-07-19 13:06:31.288307+00,75.216347,54.906757,24.367455
2024-07-19 13:06:46.180976+00,90.599892,65.188759,16.227015
2024-07-19 13:07:01.137241+00,89.932373,91.829880,34.158985
2024-07-19 13:07:19.138181+00,87.884483,86.835678,21.736456
2024-07-19 13:07:34.041016+00,80.264389,52.492691,15.306536
2024-07-19 13:07:48.962399+00,70.307533,83.126518,46.143425
2024-07-19 13:08:03.859022+00,84.325226,54.705269,15.727301
2024-07-19 13:08:21.893509+00,67.479126,83.386887,41.544163
2024-07-19 13:08:36.807534+00,58.032593,73.862823,47.159950
2024-07-19 13:08:51.7372+00,57.696945,69.659706,33.100964
2024-07-19 13:09:09.764035+00,81.588913,58.636482,15.917233
2024-07-19 13:09:24.632236+00,72.917542,52.589500,31.345514
2024-07-19 13:09:39.563306+00,75.817978,61.257252,19.170700
2024-07-19 13:09:57.576531+00,67.146774,90.083603,46.695194
2024-07-19 13:10:12.485101+00,67.168457,85.873772,38.950405
2024-07-19 13:10:27.39319+00,67.815659,87.209549,48.019302
2024-07-19 13:10:45.348033+00,89.804375,82.228271,16.472029
2024-07-19 13:11:00.265384+00,77.394218,92.245010,38.367531
2024-07-19 13:11:15.159944+00,58.108017,66.095558,46.581913
2024-07-19 13:11:33.206623+00,64.026672,78.860855,58.598106
2024-07-19 13:11:48.013219+00,60.928429,69.496635,43.963490
2024-07-19 13:12:02.809238+00,81.717964,89.052635,35.713161
2024-07-19 13:12:17.629012+00,93.013733,64.685501,13.290184
2024-07-19 13:12:35.368669+00,94.618790,84.583153,14.502192
2024-07-19 13:12:50.168221+00,74.103287,60.077110,35.249783
2024-07-19 13:13:04.964101+00,78.917564,90.795776,35.818279
2024-07-19 13:13:22.765067+00,62.295292,74.096245,46.560738
2024-07-19 13:13:37.638799+00,71.420204,87.198631,46.749435
2024-07-19 13:13:52.506581+00,68.381401,88.818413,39.914314
2024-07-19 13:14:10.591372+00,63.742596,79.475014,44.992050
2024-07-19 13:14:25.466076+00,89.913383,61.212852,12.390657
2024-07-19 13:14:40.462346+00,88.931465,85.713844,15.665483
2024-07-19 13:14:58.443839+00,63.729137,74.649513,47.543079
2024-07-19 13:15:13.306341+00,83.727303,57.356449,21.636459
2024-07-19 13:15:28.218887+00,83.577499,54.675896,27.711899
2024-07-19 13:15:43.089382+00,86.938866,62.909740,16.281015
2024-07-19 13:16:01.175399+00,86.988617,65.222443,15.579450
2024-07-19 13:16:16.086682+00,90.618744,71.450943,15.959599
2024-07-19 13:16:30.973333+00,89.683960,83.356758,19.309355
2024-07-19 13:16:48.994724+00,93.331680,80.727509,14.830232
2024-07-19 13:17:03.857896+00,83.873199,57.189281,28.671530
2024-07-19 13:17:18.765894+00,75.194504,59.327648,41.785900
2024-07-19 13:17:36.828198+00,71.282280,57.968060,36.923824
2024-07-19 13:17:51.716624+00,65.755310,64.100105,30.905157
2024-07-19 13:18:06.602205+00,60.205475,72.954391,43.513756
2024-07-19 13:18:24.662256+00,80.856094,90.672806,35.126251
2024-07-19 13:18:39.552681+00,68.788475,86.674103,44.487919
2024-07-19 13:18:54.442425+00,59.836987,69.385612,42.699318
2024-07-19 13:19:09.315919+00,63.380322,61.888531,39.469490
2024-07-19 13:19:27.327207+00,82.298080,88.008553,37.106995
2024-07-19 13:19:42.185722+00,69.990051,59.390930,30.259033
2024-07-19 13:19:57.144148+00,89.760429,68.823799,15.897291
2024-07-19 13:20:15.275184+00,76.496216,89.799950,32.381687
2024-07-19 13:20:30.124465+00,58.452007,78.353638,44.355465
2024-07-19 13:20:45.012284+00,57.849415,75.909729,41.227058
2024-07-19 13:21:03.094619+00,86.865753,87.695175,21.015972
2024-07-19 13:21:17.957857+00,92.110970,69.813797,11.708642
2024-07-19 13:21:32.823785+00,80.680351,57.687782,31.378323
2024-07-19 13:21:50.890939+00,94.948906,69.309891,20.806210
2024-07-19 13:22:05.835392+00,73.904266,57.764606,35.541451
2024-07-19 13:22:20.680717+00,61.860710,66.756516,44.244202
2024-07-19 13:22:35.592304+00,61.025185,81.288475,44.040066
2024-07-19 13:22:53.638656+00,65.909897,60.809361,37.486164
2024-07-19 13:23:08.52205+00,69.057785,59.388233,30.368422
2024-07-19 13:23:23.414743+00,90.999275,58.052322,18.854822
2024-07-19 13:23:41.449941+00,60.478947,76.949745,34.666470
2024-07-19 13:23:56.453197+00,69.659370,56.261299,30.314535
2024-07-19 13:24:11.38932+00,94.799538,74.329567,13.606768
2024-07-19 13:24:29.327614+00,88.826096,85.639847,15.273326
2024-07-19 13:24:44.214796+00,92.336044,79.455048,11.806216
2024-07-19 13:24:59.105597+00,89.792831,83.079308,17.380930
2024-07-19 13:25:17.157713+00,60.758171,74.465393,46.325886
2024-07-19 13:25:31.972581+00,93.207191,73.460617,13.635330
2024-07-19 13:25:46.867684+00,69.272720,83.664711,33.714119
2024-07-19 13:26:01.723741+00,59.326427,67.133484,39.717464
2024-07-19 13:26:19.958929+00,91.276443,65.844933,13.924582
2024-07-19 13:26:34.782353+00,57.015369,78.133064,47.761234
2024-07-19 13:26:49.583772+00,83.136459,86.476913,22.285925
2024-07-19 13:27:07.803783+00,96.616425,78.884033,9.594274
2024-07-19 13:27:22.666545+00,77.309509,54.191635,19.668039
2024-07-19 13:27:37.541974+00,91.056503,84.337021,15.181226
2024-07-19 13:27:55.553692+00,52.421146,64.143272,35.495029
2024-07-19 13:28:10.462364+00,64.479424,62.936775,40.431271
2024-07-19 13:28:25.369154+00,66.553101,75.968758,39.075424
2024-07-19 13:28:43.380272+00,84.205856,59.233643,13.354351
2024-07-19 13:28:58.17462+00,71.388863,85.209007,28.971172
2024-07-19 13:29:13.129+00,58.784317,72.268738,41.437283
2024-07-19 13:29:31.221721+00,75.063316,52.477856,15.743061
2024-07-19 13:29:46.111539+00,89.944496,60.825516,14.583291
2024-07-19 13:30:01.005075+00,80.463478,79.793900,10.889917
2024-07-19 13:30:15.876122+00,77.205986,87.545303,23.767889
2024-07-19 13:30:33.963051+00,81.754631,85.881500,28.056303
2024-07-19 13:30:48.808416+00,90.180809,82.049736,12.284230
2024-07-19 13:31:03.707082+00,84.014885,61.701244,23.544886
2024-07-19 13:31:21.810227+00,74.967468,56.033798,34.828625
2024-07-19 13:31:36.654744+00,66.552269,67.788658,40.745487
2024-07-19 13:31:51.556998+00,81.415764,85.138443,18.250816
2024-07-19 13:32:11.113059+00,87.198593,77.383430,11.934225
2024-07-19 13:32:25.976609+00,66.076035,53.890091,24.376842
2024-07-19 13:32:40.90234+00,58.223362,68.289444,42.110729
2024-07-19 13:32:58.952069+00,83.774597,47.768433,24.082743
2024-07-19 13:33:13.883767+00,88.003288,60.227306,16.585356
2024-07-19 13:33:28.719585+00,78.273659,86.591560,22.771975
2024-07-19 13:33:43.716103+00,64.089081,72.575531,43.269886
2024-07-19 13:34:01.595382+00,62.057335,78.210548,40.036007
2024-07-19 13:34:16.39448+00,88.649612,73.331978,11.118839
2024-07-19 13:34:31.196129+00,79.214005,57.778374,21.472927
2024-07-19 13:34:49.09795+00,91.011154,58.211216,9.989573
2024-07-19 13:35:05.595647+00,61.747589,60.412899,41.937824
2024-07-19 13:35:20.578505+00,89.836357,86.082542,25.546360
2024-07-19 13:35:38.283696+00,61.897732,63.873569,38.925430
2024-07-19 13:35:53.08215+00,89.849327,80.810051,13.900806
2024-07-19 13:36:07.900404+00,72.777672,56.882381,16.868233
