time,p1,p2,p3
2024-07-19 05:50:54.904343+00,59.907459,80.311562,49.115841
2024-07-19 05:51:12.948028+00,51.743385,72.411255,49.778141
2024-07-19 05:51:27.843531+00,75.629356,52.445351,14.532165
2024-07-19 05:51:42.760365+00,76.853951,84.807938,33.951546
2024-07-19 05:52:00.738415+00,48.570892,55.849407,17.857611
2024-07-19 05:52:15.627991+00,82.923027,61.902035,16.435419
2024-07-19 05:52:30.561208+00,87.136894,65.880913,11.463866
2024-07-19 05:52:45.473854+00,83.124146,82.913177,23.525753
2024-07-19 05:53:03.521986+00,55.129749,69.359177,51.352554
2024-07-19 05:53:18.411996+00,55.624599,54.321823,50.218063
2024-07-19 05:53:33.321246+00,54.788551,68.669823,51.238235
2024-07-19 05:53:51.266+00,60.378384,54.920528,32.997852
2024-07-19 05:54:06.066453+00,59.930149,86.172386,38.700302
2024-07-19 05:54:20.866176+00,85.287338,74.273483,13.735653
2024-07-19 05:54:38.624005+00,84.451157,78.635216,16.054348
2024-07-19 05:54:53.425226+00,70.596420,53.421925,24.739176
2024-07-19 05:55:08.225976+00,52.699665,74.349007,47.898632
2024-07-19 05:55:25.969202+00,35.872520,52.408031,24.600580
2024-07-19 05:55:40.896833+00,58.986290,52.400425,34.317387
2024-07-19 05:55:55.807838+00,68.606613,57.089275,29.283625
2024-07-19 05:56:10.735961+00,53.826366,53.511059,32.807190
2024-07-19 05:56:28.707069+00,74.399017,87.213867,21.851255
2024-07-19 05:56:43.661329+00,59.578072,75.069916,45.557243
2024-07-19 05:56:58.560153+00,80.707497,52.996655,14.096654
2024-07-19 05:57:16.558975+00,65.281677,57.383629,30.441013
2024-07-19 05:57:31.476017+00,87.705482,78.238052,15.606788
2024-07-19 05:57:46.415374+00,53.376995,65.620110,43.979462
2024-07-19 05:58:04.379917+00,56.588833,53.991085,37.502327
2024-07-19 05:58:19.302717+00,67.636375,89.148933,37.528912
2024-07-19 05:58:34.2297+00,86.229462,79.114906,27.136877
2024-07-19 05:58:52.203291+00,70.751747,61.651131,11.880142
2024-07-19 05:59:07.096658+00,84.918221,82.255630,30.761831
2024-07-19 05:59:22.059969+00,52.853668,68.619141,43.999153
2024-07-19 05:59:37.014235+00,52.218445,52.700882,21.825377
2024-07-19 05:59:54.999075+00,64.891029,52.158829,16.633417
2024-07-19 06:00:09.922561+00,52.964874,69.269569,47.651310
2024-07-19 06:00:24.842872+00,85.867157,78.356194,16.637300
2024-07-19 06:00:42.817135+00,54.868126,51.981647,27.408056
2024-07-19 06:00:57.754523+00,82.489288,81.051338,28.110090
2024-07-19 06:01:12.694999+00,57.048794,51.870342,34.405170
2024-07-19 06:01:30.638694+00,77.668312,61.391014,6.465687
2024-07-19 06:01:45.575264+00,77.346642,86.518616,34.123592
2024-07-19 06:02:00.511728+00,61.625076,82.984016,43.455402
2024-07-19 06:02:18.475458+00,50.026333,50.644600,24.083275
2024-07-19 06:02:33.422921+00,55.289398,67.189812,46.332355
2024-07-19 06:02:48.367163+00,89.358231,75.612968,12.537614
2024-07-19 06:03:03.306037+00,54.010887,64.748886,44.651516
2024-07-19 06:03:21.212201+00,68.394066,50.564850,18.949186
2024-07-19 06:03:36.127895+00,87.315796,66.351753,25.928953
2024-07-19 06:03:51.082542+00,57.292240,76.974770,46.544552
2024-07-19 06:04:09.039629+00,71.653145,87.617279,36.094704
2024-07-19 06:04:23.96951+00,82.447449,87.889557,26.196407
2024-07-19 06:04:38.899723+00,83.512398,86.019348,31.786158
2024-07-19 06:04:56.899976+00,83.251335,57.773968,8.423175
2024-07-19 06:05:11.792589+00,84.821777,81.405373,22.294052
2024-07-19 06:05:26.699816+00,77.518066,88.657661,43.414513
2024-07-19 06:05:44.67814+00,83.933357,77.395012,23.720575
2024-07-19 06:05:59.594107+00,83.463203,84.351509,30.336748
2024-07-19 06:06:14.528134+00,63.977165,78.562141,48.356533
2024-07-19 06:06:32.530058+00,58.356213,44.298676,39.414352
2024-07-19 06:06:47.458938+00,60.529716,82.372688,50.111000
2024-07-19 06:07:02.366785+00,72.076576,83.347389,42.988670
2024-07-19 06:07:17.297061+00,67.570274,81.725670,45.216873
2024-07-19 06:07:35.265011+00,87.938194,62.980354,6.561215
2024-07-19 06:07:50.176313+00,59.237251,50.045219,24.341814
2024-07-19 06:08:05.117671+00,80.894623,81.406097,34.041634
2024-07-19 06:08:23.082634+00,49.343487,67.866142,48.071941
2024-07-19 06:08:37.98438+00,83.596123,82.909691,22.473194
2024-07-19 06:08:52.930834+00,80.922211,55.725815,11.774087
2024-07-19 06:09:10.946155+00,55.474251,63.344734,46.111370
2024-07-19 06:09:25.883156+00,75.425705,57.553791,13.999771
2024-07-19 06:09:40.79395+00,80.140282,58.703415,11.804352
2024-07-19 06:09:58.757258+00,54.594528,65.597092,39.502960
2024-07-19 06:10:13.654082+00,82.563965,64.591156,12.755815
2024-07-19 06:10:28.5733+00,87.161713,71.276428,15.085476
2024-07-19 06:10:43.500555+00,74.742157,58.215698,20.763769
2024-07-19 06:11:01.505818+00,87.790596,69.687439,15.048998
2024-07-19 06:11:16.5054+00,58.380238,76.565338,44.037560
2024-07-19 06:11:31.403796+00,79.836548,53.225136,28.099342
2024-07-19 06:11:49.261516+00,71.916969,50.455681,25.643658
2024-07-19 06:12:04.238691+00,86.162338,78.001053,15.715330
2024-07-19 06:12:19.23641+00,57.134846,71.490257,33.041172
2024-07-19 06:12:37.162103+00,55.429138,56.786690,36.246956
2024-07-19 06:12:52.024726+00,50.346275,59.239304,49.768494
2024-07-19 06:13:07.027935+00,85.954994,77.991280,21.285282
2024-07-19 06:13:24.997634+00,62.846340,75.319931,42.128414
2024-07-19 06:13:39.922208+00,77.549942,79.196167,19.210451
2024-07-19 06:13:54.831847+00,85.494652,78.237274,16.050505
2024-07-19 06:14:09.67788+00,83.335846,61.929443,10.029064
2024-07-19 06:14:27.785488+00,83.394188,81.305573,22.401375
2024-07-19 06:14:42.67855+00,64.808823,83.529732,39.634750
2024-07-19 06:14:57.590125+00,57.928696,78.395691,45.374134
2024-07-19 06:15:15.603999+00,89.195023,65.674583,19.646999
2024-07-19 06:15:30.479095+00,74.149727,85.796249,33.185131
2024-07-19 06:15:45.435501+00,56.488613,66.820091,43.783962
2024-07-19 06:16:03.411812+00,53.463497,69.579300,49.762970
2024-07-19 06:16:18.3295+00,81.133766,58.765003,13.331541
2024-07-19 06:16:33.251935+00,75.563705,89.537659,39.258892
2024-07-19 06:16:51.215464+00,56.078995,63.202385,25.430525
2024-07-19 06:17:06.13735+00,77.668587,88.032967,35.052628
2024-07-19 06:17:21.063407+00,71.620186,56.358189,14.471633
2024-07-19 06:17:39.069515+00,58.122101,74.865799,44.637543
2024-07-19 06:17:53.98866+00,57.599422,53.195480,34.303551
2024-07-19 06:18:08.931096+00,65.542198,88.753304,36.925514
2024-07-19 06:18:23.838635+00,79.901978,72.105064,13.773854
2024-07-19 06:18:41.791826+00,50.607868,65.490501,44.397316
2024-07-19 06:18:56.717545+00,58.585060,85.902397,50.090908
2024-07-19 06:19:11.644551+00,74.522591,90.617332,41.609207
2024-07-19 06:19:29.637012+00,75.574852,57.694530,13.506393
2024-07-19 06:19:44.560269+00,55.195957,69.969948,47.851353
2024-07-19 06:19:59.479801+00,81.894463,87.522751,21.996258
2024-07-19 06:20:17.471236+00,54.946663,55.315174,33.323418
2024-07-19 06:20:32.377618+00,54.347572,69.712234,49.318459
2024-07-19 06:20:47.30376+00,71.530006,90.753151,44.298775
2024-07-19 06:21:05.29414+00,101.647430,60.427151,43.284718
2024-07-19 06:21:20.212563+00,81.946045,73.853951,22.640499
2024-07-19 06:21:35.114555+00,68.498062,55.420422,19.407940
2024-07-19 06:21:50.015398+00,66.949936,81.223442,31.919230
2024-07-19 06:22:08.039468+00,58.363247,82.083504,42.457863
2024-07-19 06:22:22.959496+00,83.197807,66.448235,19.274031
2024-07-19 06:22:37.902427+00,55.451824,60.741253,36.992664
2024-07-19 06:22:55.896823+00,80.173561,78.549873,22.147116
2024-07-19 06:23:10.797882+00,60.319885,53.501167,34.767429
2024-07-19 06:23:25.699915+00,72.824379,89.806732,36.073952
2024-07-19 06:23:43.685139+00,56.931911,78.699165,49.295197
2024-07-19 06:23:58.583262+00,82.530266,61.934921,18.099585
2024-07-19 06:24:13.500136+00,67.564270,89.684258,37.710747
2024-07-19 06:24:31.522365+00,77.360939,90.549263,28.169422
2024-07-19 06:24:46.441221+00,53.606701,60.167511,38.333931
2024-07-19 06:25:01.337684+00,85.624550,88.820854,30.258644
2024-07-19 06:25:16.237819+00,65.208168,55.124508,28.674103
2024-07-19 06:25:34.265727+00,75.408073,59.023243,20.546917
2024-07-19 06:25:49.186535+00,65.758667,84.367897,45.215061
2024-07-19 06:26:04.107232+00,85.594505,63.381832,12.839417
2024-07-19 06:26:22.084735+00,65.447189,54.200134,30.285826
2024-07-19 06:26:37.017488+00,76.858521,61.472725,16.307144
2024-07-19 06:26:51.931962+00,89.104271,52.265663,13.453114
2024-07-19 06:27:09.907033+00,65.554726,55.484135,37.628849
2024-07-19 06:27:24.838221+00,75.469490,56.038532,23.626652
2024-07-19 06:27:39.6847+00,68.196136,54.458881,29.292995
2024-07-19 06:27:57.788896+00,71.893082,58.426586,21.744253
2024-07-19 06:28:12.63553+00,63.391762,55.693153,29.347782
2024-07-19 06:28:27.560677+00,57.400806,59.871960,41.997620
2024-07-19 06:28:42.47199+00,66.214676,60.573734,39.590797
2024-07-19 06:29:00.485908+00,72.955788,81.573341,30.906384
2024-07-19 06:29:15.397331+00,71.639977,86.682899,45.795227
2024-07-19 06:29:30.290735+00,56.011829,77.162865,44.142544
2024-07-19 06:29:48.362263+00,83.929001,57.498676,17.204889
2024-07-19 06:30:03.310067+00,62.111935,54.925522,33.957329
2024-07-19 06:30:18.13511+00,54.334579,63.444294,44.719723
2024-07-19 06:30:36.21995+00,54.809486,66.769447,49.901615
2024-07-19 06:30:51.214844+00,65.626892,65.955093,9.078127
2024-07-19 06:31:06.069687+00,75.731956,75.693855,29.484076
2024-07-19 06:31:23.985544+00,80.931267,66.410942,22.724901
2024-07-19 06:31:38.858698+00,81.298538,84.899780,15.703097
2024-07-19 06:31:53.733031+00,57.792339,83.143021,38.605373
2024-07-19 06:32:11.828435+00,73.502647,51.283680,12.777102
2024-07-19 06:32:26.680747+00,79.505486,87.899033,28.111616
2024-07-19 06:32:41.615102+00,59.347172,79.240303,46.551079
2024-07-19 06:32:56.451166+00,71.189285,53.116341,29.396006
2024-07-19 06:33:14.649502+00,66.427170,84.058632,40.344772
2024-07-19 06:33:29.610539+00,86.611885,73.581871,14.332368
2024-07-19 06:33:44.503073+00,85.410141,86.438019,29.725803
2024-07-19 06:34:02.422933+00,91.713242,69.408127,12.212736
2024-07-19 06:34:17.297973+00,73.014839,89.076370,43.442814
2024-07-19 06:34:32.254332+00,55.811676,70.719627,47.149761
2024-07-19 06:34:50.23934+00,64.440498,52.640099,20.670504
2024-07-19 06:35:05.139241+00,77.477829,86.230911,38.563644
2024-07-19 06:35:20.076677+00,53.163849,62.556458,43.876785
2024-07-19 06:35:38.077663+00,56.322758,69.909767,39.422421
2024-07-19 06:35:52.966584+00,70.693748,53.563766,32.530811
2024-07-19 06:36:07.892633+00,54.630508,71.728111,45.737087
2024-07-19 06:36:22.695577+00,70.841263,86.483879,35.265644
2024-07-19 06:36:40.826117+00,58.620754,63.751568,45.516712
2024-07-19 06:36:55.735982+00,55.879635,75.941467,49.142494
2024-07-19 06:37:10.624956+00,52.891647,73.256996,44.108501
2024-07-19 06:37:28.61903+00,82.862732,82.123444,19.964268
2024-07-19 06:37:43.508492+00,87.331688,82.704567,20.303461
2024-07-19 06:37:58.437883+00,88.860741,78.022133,19.226891
2024-07-19 06:38:16.470971+00,55.132954,61.229095,46.754864
2024-07-19 06:38:31.416485+00,61.214188,85.578491,41.377026
2024-07-19 06:38:46.218114+00,85.475960,79.834709,20.376171
2024-07-19 06:39:04.272196+00,88.870003,73.760078,7.105631
2024-07-19 06:39:19.069384+00,54.360062,75.218430,46.746944
2024-07-19 06:39:33.991608+00,71.507401,57.655514,31.928532
2024-07-19 06:39:48.844069+00,90.399277,69.770782,14.328795
2024-07-19 06:40:07.012012+00,81.378578,85.643440,21.610699
2024-07-19 06:40:21.904021+00,73.481262,88.559189,35.539314
2024-07-19 06:40:36.799808+00,52.642399,73.100952,50.210255
2024-07-19 06:40:54.827132+00,60.692131,86.126137,44.083813
2024-07-19 06:41:09.62942+00,84.883148,78.922722,22.779055
2024-07-19 06:41:24.640979+00,70.191200,57.410656,33.477528
2024-07-19 06:41:42.642765+00,70.258484,58.523182,28.459318
2024-07-19 06:41:57.446156+00,55.855873,71.144592,47.273041
2024-07-19 06:42:12.248241+00,71.628609,88.042679,31.082125
2024-07-19 06:42:30.057521+00,54.739830,68.832802,46.469738
2024-07-19 06:42:44.880313+00,63.908585,89.145248,40.922272
2024-07-19 06:42:59.777588+00,75.237480,89.934723,21.973507
2024-07-19 06:43:14.68832+00,76.284508,87.485046,36.102482
2024-07-19 06:43:32.771545+00,78.097450,57.316418,16.155933
2024-07-19 06:43:47.686992+00,85.844940,83.142700,24.129980
2024-07-19 06:44:02.561387+00,54.174534,66.631264,44.074688
2024-07-19 06:44:20.626519+00,55.741901,59.958500,22.627907
2024-07-19 06:44:35.529115+00,70.733971,87.381729,37.441051
2024-07-19 06:44:50.429308+00,72.332886,60.311283,15.471750
2024-07-19 06:45:08.435097+00,70.466507,54.105591,21.448343
2024-07-19 06:45:23.349641+00,76.599670,89.479401,29.355742
2024-07-19 06:45:38.287316+00,52.063950,68.401634,44.878391
2024-07-19 06:45:56.285131+00,59.187443,87.123756,46.769485
2024-07-19 06:46:11.198384+00,54.229824,58.982903,40.774906
2024-07-19 06:46:26.094371+00,68.977814,55.398472,17.098148
2024-07-19 06:46:44.104085+00,65.149117,58.559708,24.089066
2024-07-19 06:46:59.071398+00,78.036919,62.629288,12.401586
2024-07-19 06:47:13.960245+00,82.451843,65.389030,15.376579
2024-07-19 06:47:28.843939+00,89.888786,82.970116,11.468513
2024-07-19 06:47:46.863567+00,77.684669,65.890846,13.780176
2024-07-19 06:48:01.76887+00,70.322662,91.603004,36.528435
2024-07-19 06:48:16.662677+00,54.134045,68.664864,39.583424
2024-07-19 06:48:34.621766+00,86.759682,77.921867,15.016245
2024-07-19 06:48:49.511888+00,86.028214,82.832344,15.952403
2024-07-19 06:49:04.41952+00,77.362457,89.502190,27.176306
2024-07-19 06:49:22.549039+00,55.315208,61.894077,37.324986
2024-07-19 06:49:37.461674+00,72.767044,64.711601,13.027838
2024-07-19 06:49:52.336178+00,52.081570,81.319466,19.268557
2024-07-19 06:50:10.34891+00,57.358891,63.251122,36.438946
2024-07-19 06:50:25.2358+00,58.391945,59.919083,37.151920
2024-07-19 06:50:40.145411+00,61.078823,59.618214,27.974581
2024-07-19 06:50:55.037143+00,56.967110,61.827229,37.370598
2024-07-19 06:51:13.026686+00,86.550522,79.364967,17.569908
2024-07-19 06:51:27.989772+00,74.174789,58.994015,24.359177
2024-07-19 06:51:42.789511+00,56.965469,76.966827,51.411098
2024-07-19 06:52:00.852613+00,71.162033,94.133308,38.098232
2024-07-19 06:52:15.77088+00,60.860832,57.727127,31.365551
2024-07-19 06:52:30.764536+00,81.611115,85.941162,19.084486
2024-07-19 06:52:48.709206+00,70.937088,83.952591,39.582851
2024-07-19 06:53:03.600196+00,89.334976,76.883949,14.012365
2024-07-19 06:53:18.600387+00,56.684628,75.872559,39.133999
2024-07-19 06:53:36.579318+00,63.505974,82.112259,50.134098
2024-07-19 06:53:51.582214+00,83.978584,74.220589,15.043457
2024-07-19 06:54:06.50404+00,55.542454,71.612167,50.169853
2024-07-19 06:54:21.307004+00,72.420639,88.065910,46.920040
2024-07-19 06:54:39.373184+00,56.161785,70.902565,49.675114
2024-07-19 06:54:54.27968+00,58.115463,74.320236,48.840996
2024-07-19 06:55:09.104681+00,64.766808,80.827942,42.307869
2024-07-19 06:55:27.213752+00,62.287075,80.984924,42.067486
2024-07-19 06:55:42.078133+00,86.456779,93.489502,23.570194
2024-07-19 06:55:56.959918+00,78.816635,60.377617,17.657082
2024-07-19 06:56:14.979316+00,66.466301,57.518181,27.139545
2024-07-19 06:56:29.97555+00,77.541183,86.736412,26.668768
2024-07-19 06:56:44.907768+00,70.495056,89.579819,44.119434
2024-07-19 06:57:02.786951+00,89.476990,73.392853,5.171695
2024-07-19 06:57:17.713856+00,85.060066,60.449306,15.127470
2024-07-19 06:57:32.582056+00,86.232124,62.623417,12.753052
2024-07-19 06:57:50.648924+00,85.042221,81.528008,27.808388
2024-07-19 06:58:05.55234+00,69.425278,63.127045,27.494949
2024-07-19 06:58:20.485187+00,80.776489,57.788147,17.511803
2024-07-19 06:58:35.393309+00,86.513000,65.214478,10.973791
2024-07-19 06:58:53.370705+00,53.648396,64.054771,44.504562
2024-07-19 06:59:08.277914+00,51.317368,76.287544,45.583458
2024-07-19 06:59:23.159047+00,67.567329,88.312996,37.113853
2024-07-19 06:59:41.163358+00,52.143490,77.557236,42.204960
2024-07-19 06:59:55.97047+00,77.053993,90.317307,24.124130
2024-07-19 07:00:10.872429+00,71.563301,54.095581,23.208500
2024-07-19 07:00:29.02826+00,49.819866,75.998032,45.373913
2024-07-19 07:00:43.825058+00,83.139305,71.873398,16.724449
2024-07-19 07:00:58.713663+00,78.471031,84.461304,27.031698
2024-07-19 07:01:16.857566+00,80.516197,88.085373,18.024849
2024-07-19 07:01:31.787744+00,87.157394,56.768200,13.997573
2024-07-19 07:01:46.655853+00,83.212990,66.246567,14.693150
2024-07-19 07:02:01.569167+00,90.109100,75.936745,11.446596
2024-07-19 07:02:19.642087+00,56.231667,77.839859,46.986355
2024-07-19 07:02:34.47585+00,78.622902,60.728130,13.160959
2024-07-19 07:02:49.274064+00,53.915928,76.451485,39.458698
2024-07-19 07:03:07.513838+00,84.196121,65.732231,18.609533
2024-07-19 07:03:22.513087+00,74.275513,84.784416,10.064898
2024-07-19 07:03:37.39203+00,72.103310,58.273460,30.229742
2024-07-19 07:03:55.23329+00,79.238037,63.624596,20.965773
2024-07-19 07:04:11.674807+00,59.407280,60.272675,41.355488
2024-07-19 07:04:26.670676+00,85.220116,83.500725,23.310591
2024-07-19 07:04:44.611626+00,88.374298,85.835541,19.133671
2024-07-19 07:04:59.499745+00,87.221619,71.598648,18.251293
2024-07-19 07:05:14.447036+00,80.008522,59.460831,18.740246
2024-07-19 07:05:32.44343+00,63.918839,54.302544,7.490610
2024-07-19 07:05:47.349074+00,72.854012,89.216034,32.589031
2024-07-19 07:06:02.237611+00,64.403313,85.926163,45.135262
2024-07-19 07:06:17.147406+00,54.752304,85.590965,46.550705
2024-07-19 07:06:35.165922+00,72.802483,61.860634,14.464396
2024-07-19 07:06:50.102226+00,71.764175,90.974556,40.579536
2024-07-19 07:07:04.996469+00,60.676086,56.354046,27.090097
2024-07-19 07:07:23.022669+00,63.704159,61.224617,28.614124
2024-07-19 07:07:37.962193+00,80.159607,89.971054,32.059902
2024-07-19 07:07:52.857894+00,55.164703,62.408939,45.941040
2024-07-19 07:08:10.870509+00,84.459442,73.248077,15.394020
2024-07-19 07:08:25.800755+00,87.175705,78.539558,16.945953
2024-07-19 07:08:40.691401+00,82.053314,88.023712,24.389837
2024-07-19 07:08:58.655778+00,56.051350,60.864162,32.126808
2024-07-19 07:09:13.566539+00,64.827553,56.286556,34.729218
2024-07-19 07:09:28.479075+00,62.060791,56.030262,20.231789
2024-07-19 07:09:43.369793+00,77.817108,60.214611,17.827858
2024-07-19 07:10:01.411416+00,52.336697,68.813988,45.075306
2024-07-19 07:10:16.304715+00,57.256752,57.890327,27.053949
2024-07-19 07:10:31.207447+00,79.462517,65.444893,17.186514
2024-07-19 07:10:49.281383+00,60.443058,88.356163,47.242645
2024-07-19 07:11:04.185613+00,52.980099,61.307392,41.264339
2024-07-19 07:11:19.104437+00,84.612869,81.448433,17.876556
2024-07-19 07:11:37.048387+00,73.850922,90.297127,34.089489
2024-07-19 07:11:51.947399+00,59.711506,61.472668,25.557487
2024-07-19 07:12:06.886668+00,84.081223,90.112068,28.639320
2024-07-19 07:12:24.911152+00,72.165222,92.136398,39.990398
2024-07-19 07:12:39.814118+00,82.776863,69.503548,10.309653
2024-07-19 07:12:54.704752+00,56.183712,55.506474,20.779316
2024-07-19 07:13:09.647499+00,65.384071,90.496391,47.044704
2024-07-19 07:13:27.666663+00,52.172192,56.756142,35.525143
2024-07-19 07:13:42.589523+00,68.174126,90.952675,38.282066
2024-07-19 07:13:57.491269+00,78.598534,72.666534,15.662230
2024-07-19 07:14:15.472687+00,84.163857,68.718811,7.265091
2024-07-19 07:14:30.410387+00,67.732277,88.361816,42.003357
